Entity,Code,Day,total_vaccinations
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Afghanistan,AFG,2021-05-11,504502
Afghanistan,AFG,2021-05-20,547901
Afghanistan,AFG,2021-05-24,573277
Afghanistan,AFG,2021-05-26,590454
Afghanistan,AFG,2021-05-27,593313
Afghanistan,AFG,2021-05-30,600152
Afghanistan,AFG,2021-06-02,626290
Afghanistan,AFG,2021-06-03,630305
Afghanistan,AFG,2021-06-08,641295
Afghanistan,AFG,2021-06-14,662003
Afghanistan,AFG,2021-06-22,765890
Afghanistan,AFG,2021-06-27,835694
Afghanistan,AFG,2021-06-30,886854
Afghanistan,AFG,2021-07-05,915671
Afghanistan,AFG,2021-07-07,934463
Afghanistan,AFG,2021-07-11,962093
Afghanistan,AFG,2021-07-14,1024168
Afghanistan,AFG,2021-07-18,1094257
Afghanistan,AFG,2021-07-24,1171064
Afghanistan,AFG,2021-08-20,1201286
Afghanistan,AFG,2021-08-31,1979652
Afghanistan,AFG,2021-09-30,2369625
Afghanistan,AFG,2021-11-14,4018197
Afghanistan,AFG,2021-12-27,4674518
Afghanistan,AFG,2022-01-09,4903368
Afghanistan,AFG,2022-01-11,4925111
Afghanistan,AFG,2022-01-13,4954809
Afghanistan,AFG,2022-01-17,4985047
Afghanistan,AFG,2022-01-19,5004050
Afghanistan,AFG,2022-01-24,5046054
Afghanistan,AFG,2022-01-26,5074196
Afghanistan,AFG,2022-01-27,5081064
Afghanistan,AFG,2022-01-31,5125146
Afghanistan,AFG,2022-02-02,5152297
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,122206
Africa,,2021-01-31,158206
Africa,,2021-02-01,236712
Africa,,2021-02-02,295127
Africa,,2021-02-03,347149
Africa,,2021-02-04,390474
Africa,,2021-02-05,446986
Africa,,2021-02-06,504800
Africa,,2021-02-08,593502
Africa,,2021-02-09,661263
Africa,,2021-02-10,795836
Africa,,2021-02-11,908796
Africa,,2021-02-12,1165581
Africa,,2021-02-13,1446178
Africa,,2021-02-15,1766999
Africa,,2021-02-16,1965819
Africa,,2021-02-17,2147659
Africa,,2021-02-18,2304003
Africa,,2021-02-19,2514038
Africa,,2021-02-20,2616970
Africa,,2021-02-21,2623735
Africa,,2021-02-22,2745898
Africa,,2021-02-23,2854362
Africa,,2021-02-24,3151789
Africa,,2021-02-25,3435126
Africa,,2021-02-26,3677781
Africa,,2021-02-27,3866524
Africa,,2021-02-28,3874251
Africa,,2021-03-01,4092105
Africa,,2021-03-02,4253030
Africa,,2021-03-03,4424425
Africa,,2021-03-04,4570416
Africa,,2021-03-05,4808377
Africa,,2021-03-06,5013434
Africa,,2021-03-07,5054444
Africa,,2021-03-08,5402720
Africa,,2021-03-09,5543143
Africa,,2021-03-10,5883345
Africa,,2021-03-11,6071753
Africa,,2021-03-12,6381772
Africa,,2021-03-13,6785420
Africa,,2021-03-14,6801943
Africa,,2021-03-15,7194978
Africa,,2021-03-16,7430457
Africa,,2021-03-17,7632156
Africa,,2021-03-18,7819596
Africa,,2021-03-19,8102429
Africa,,2021-03-20,8194788
Africa,,2021-03-21,8216336
Africa,,2021-03-22,8338577
Africa,,2021-03-23,8484800
Africa,,2021-03-24,9420911
Africa,,2021-03-25,9709302
Africa,,2021-03-26,9977830
Africa,,2021-03-27,10303667
Africa,,2021-03-28,10562516
Africa,,2021-03-29,10775431
Africa,,2021-03-30,10972216
Africa,,2021-03-31,11476248
Africa,,2021-04-01,11729825
Africa,,2021-04-02,11883589
Africa,,2021-04-03,12018828
Africa,,2021-04-04,12082780
Africa,,2021-04-05,12236282
Africa,,2021-04-06,12575036
Africa,,2021-04-07,12960258
Africa,,2021-04-08,13685750
Africa,,2021-04-09,13840825
Africa,,2021-04-10,14000751
Africa,,2021-04-11,14150137
Africa,,2021-04-12,14259556
Africa,,2021-04-13,14372773
Africa,,2021-04-14,14720408
Africa,,2021-04-15,14863081
Africa,,2021-04-16,15071502
Africa,,2021-04-17,15369995
Africa,,2021-04-18,15940217
Africa,,2021-04-19,16153571
Africa,,2021-04-20,16319878
Africa,,2021-04-21,16544360
Africa,,2021-04-22,16629919
Africa,,2021-04-23,16816072
Africa,,2021-04-24,16889560
Africa,,2021-04-25,16968624
Africa,,2021-04-26,17067708
Africa,,2021-04-27,17236944
Africa,,2021-04-28,18296567
Africa,,2021-04-29,18412478
Africa,,2021-04-30,18553633
Africa,,2021-05-01,18680562
Africa,,2021-05-02,18737253
Africa,,2021-05-03,18912400
Africa,,2021-05-04,19208526
Africa,,2021-05-05,19465156
Africa,,2021-05-06,19624727
Africa,,2021-05-07,20217766
Africa,,2021-05-08,20470293
Africa,,2021-05-09,21199764
Africa,,2021-05-10,21661168
Africa,,2021-05-11,22093409
Africa,,2021-05-12,23173673
Africa,,2021-05-13,23349102
Africa,,2021-05-14,23545212
Africa,,2021-05-15,23859298
Africa,,2021-05-16,23952426
Africa,,2021-05-17,24419391
Africa,,2021-05-18,25194293
Africa,,2021-05-19,25785942
Africa,,2021-05-20,26225226
Africa,,2021-05-21,27003443
Africa,,2021-05-22,27828521
Africa,,2021-05-23,28053599
Africa,,2021-05-24,28573801
Africa,,2021-05-25,29272846
Africa,,2021-05-26,29659348
Africa,,2021-05-27,29882000
Africa,,2021-05-28,30063329
Africa,,2021-05-29,30663011
Africa,,2021-05-30,30985815
Africa,,2021-05-31,33013477
Africa,,2021-06-01,33811824
Africa,,2021-06-02,34313737
Africa,,2021-06-03,34777443
Africa,,2021-06-04,35024406
Africa,,2021-06-05,35258269
Africa,,2021-06-06,35499875
Africa,,2021-06-07,36082955
Africa,,2021-06-08,37188892
Africa,,2021-06-09,38220307
Africa,,2021-06-10,38836032
Africa,,2021-06-11,39209078
Africa,,2021-06-12,39520074
Africa,,2021-06-13,39608060
Africa,,2021-06-14,40472051
Africa,,2021-06-15,41466546
Africa,,2021-06-16,41795578
Africa,,2021-06-17,42179059
Africa,,2021-06-18,42520531
Africa,,2021-06-19,42651690
Africa,,2021-06-20,43315836
Africa,,2021-06-21,44038203
Africa,,2021-06-22,44160883
Africa,,2021-06-23,44801997
Africa,,2021-06-24,46139681
Africa,,2021-06-25,46505062
Africa,,2021-06-26,46700046
Africa,,2021-06-27,46983983
Africa,,2021-06-28,47874526
Africa,,2021-06-29,48142113
Africa,,2021-06-30,48664662
Africa,,2021-07-01,49084712
Africa,,2021-07-02,49245678
Africa,,2021-07-03,49524849
Africa,,2021-07-04,49901604
Africa,,2021-07-05,50939231
Africa,,2021-07-06,51379966
Africa,,2021-07-07,51641882
Africa,,2021-07-08,52257385
Africa,,2021-07-09,52552375
Africa,,2021-07-10,52672280
Africa,,2021-07-11,52770553
Africa,,2021-07-12,54370724
Africa,,2021-07-13,54935857
Africa,,2021-07-14,55237342
Africa,,2021-07-15,56501839
Africa,,2021-07-16,56615826
Africa,,2021-07-17,56798284
Africa,,2021-07-18,57064944
Africa,,2021-07-19,58370967
Africa,,2021-07-20,58726324
Africa,,2021-07-21,58813194
Africa,,2021-07-22,59876939
Africa,,2021-07-23,60247707
Africa,,2021-07-24,60494809
Africa,,2021-07-25,61184510
Africa,,2021-07-26,62052214
Africa,,2021-07-27,62978566
Africa,,2021-07-28,63729228
Africa,,2021-07-29,64816684
Africa,,2021-07-30,65259221
Africa,,2021-07-31,65426371
Africa,,2021-08-01,66006115
Africa,,2021-08-02,66841904
Africa,,2021-08-03,69024922
Africa,,2021-08-04,69456317
Africa,,2021-08-05,70451773
Africa,,2021-08-06,70846290
Africa,,2021-08-07,71238941
Africa,,2021-08-08,71949743
Africa,,2021-08-09,73792274
Africa,,2021-08-10,74400094
Africa,,2021-08-11,74965873
Africa,,2021-08-12,76527694
Africa,,2021-08-13,77485554
Africa,,2021-08-14,77742841
Africa,,2021-08-15,78071154
Africa,,2021-08-16,80687066
Africa,,2021-08-17,81491040
Africa,,2021-08-18,82876613
Africa,,2021-08-19,84588280
Africa,,2021-08-20,89933895
Africa,,2021-08-21,90333264
Africa,,2021-08-22,90994632
Africa,,2021-08-23,92120604
Africa,,2021-08-24,93218220
Africa,,2021-08-25,96254650
Africa,,2021-08-26,96388593
Africa,,2021-08-27,99538228
Africa,,2021-08-28,100211304
Africa,,2021-08-29,101629709
Africa,,2021-08-30,102207774
Africa,,2021-08-31,103603952
Africa,,2021-09-01,105819080
Africa,,2021-09-02,106231813
Africa,,2021-09-03,106847527
Africa,,2021-09-04,111317743
Africa,,2021-09-05,113550843
Africa,,2021-09-06,115233348
Africa,,2021-09-07,115810254
Africa,,2021-09-08,116500886
Africa,,2021-09-09,117943997
Africa,,2021-09-10,119073387
Africa,,2021-09-11,120866826
Africa,,2021-09-12,123712154
Africa,,2021-09-13,124317061
Africa,,2021-09-14,127159308
Africa,,2021-09-15,128608925
Africa,,2021-09-16,130210526
Africa,,2021-09-17,130591738
Africa,,2021-09-18,131148588
Africa,,2021-09-19,133915991
Africa,,2021-09-20,134886389
Africa,,2021-09-21,135518118
Africa,,2021-09-22,138175685
Africa,,2021-09-23,141008950
Africa,,2021-09-24,141425664
Africa,,2021-09-25,142748373
Africa,,2021-09-26,143650802
Africa,,2021-09-27,146415175
Africa,,2021-09-28,147543534
Africa,,2021-09-29,147912295
Africa,,2021-09-30,149777657
Africa,,2021-10-01,150216634
Africa,,2021-10-02,151339614
Africa,,2021-10-03,151856823
Africa,,2021-10-04,151981836
Africa,,2021-10-05,152622147
Africa,,2021-10-06,153279921
Africa,,2021-10-07,155243008
Africa,,2021-10-08,159841805
Africa,,2021-10-09,161252483
Africa,,2021-10-10,161569375
Africa,,2021-10-11,162063157
Africa,,2021-10-12,162407061
Africa,,2021-10-13,164865140
Africa,,2021-10-14,166817017
Africa,,2021-10-15,168285198
Africa,,2021-10-16,168378087
Africa,,2021-10-17,172719785
Africa,,2021-10-18,174291070
Africa,,2021-10-19,175400722
Africa,,2021-10-20,176359762
Africa,,2021-10-21,178595888
Africa,,2021-10-22,179079983
Africa,,2021-10-23,182217821
Africa,,2021-10-24,184718901
Africa,,2021-10-25,185156929
Africa,,2021-10-26,186805514
Africa,,2021-10-27,187208673
Africa,,2021-10-28,189809912
Africa,,2021-10-29,193296330
Africa,,2021-10-30,194361624
Africa,,2021-10-31,196480876
Africa,,2021-11-01,197837482
Africa,,2021-11-02,199146273
Africa,,2021-11-03,199647730
Africa,,2021-11-04,202346669
Africa,,2021-11-05,202620703
Africa,,2021-11-06,204717964
Africa,,2021-11-07,205527932
Africa,,2021-11-08,206026136
Africa,,2021-11-09,206476148
Africa,,2021-11-10,212163314
Africa,,2021-11-11,213405327
Africa,,2021-11-12,213812455
Africa,,2021-11-13,215510097
Africa,,2021-11-14,216483974
Africa,,2021-11-15,217665658
Africa,,2021-11-16,217925557
Africa,,2021-11-17,218681637
Africa,,2021-11-18,221676990
Africa,,2021-11-19,221958829
Africa,,2021-11-20,224423425
Africa,,2021-11-21,226256507
Africa,,2021-11-22,227673638
Africa,,2021-11-23,228698706
Africa,,2021-11-24,231376078
Africa,,2021-11-25,232421121
Africa,,2021-11-26,233660975
Africa,,2021-11-27,234240410
Africa,,2021-11-28,237923232
Africa,,2021-11-29,239938173
Africa,,2021-11-30,241204351
Africa,,2021-12-01,241697921
Africa,,2021-12-02,244138322
Africa,,2021-12-03,245843767
Africa,,2021-12-04,248872918
Africa,,2021-12-05,249894682
Africa,,2021-12-06,251954417
Africa,,2021-12-07,252438430
Africa,,2021-12-08,254776807
Africa,,2021-12-09,259552978
Africa,,2021-12-10,260314607
Africa,,2021-12-11,262827090
Africa,,2021-12-12,264376660
Africa,,2021-12-13,265330659
Africa,,2021-12-14,267711738
Africa,,2021-12-15,270220358
Africa,,2021-12-16,270873142
Africa,,2021-12-17,271322065
Africa,,2021-12-18,273401858
Africa,,2021-12-19,274067231
Africa,,2021-12-20,279450592
Africa,,2021-12-21,280029601
Africa,,2021-12-22,281685011
Africa,,2021-12-23,286205196
Africa,,2021-12-24,288683233
Africa,,2021-12-25,288905894
Africa,,2021-12-26,290436783
Africa,,2021-12-27,291639454
Africa,,2021-12-28,298521248
Africa,,2021-12-29,298951139
Africa,,2021-12-30,300172872
Africa,,2021-12-31,303475829
Africa,,2022-01-01,304109998
Africa,,2022-01-02,304949297
Africa,,2022-01-03,305395075
Africa,,2022-01-04,310808988
Africa,,2022-01-05,311339175
Africa,,2022-01-06,315333484
Africa,,2022-01-07,316260544
Africa,,2022-01-08,318043583
Africa,,2022-01-09,320004133
Africa,,2022-01-10,323324836
Africa,,2022-01-11,323651747
Africa,,2022-01-12,324574710
Africa,,2022-01-13,326113264
Africa,,2022-01-14,327337010
Africa,,2022-01-15,329945276
Africa,,2022-01-16,331028596
Africa,,2022-01-17,333456709
Africa,,2022-01-18,335298428
Africa,,2022-01-19,337473442
Africa,,2022-01-20,337856291
Africa,,2022-01-21,343879588
Africa,,2022-01-22,345131920
Africa,,2022-01-23,347127976
Africa,,2022-01-24,348527449
Africa,,2022-01-25,348807016
Africa,,2022-01-26,349731944
Africa,,2022-01-27,350655898
Africa,,2022-01-28,352204750
Africa,,2022-01-29,353469355
Africa,,2022-01-30,355244093
Africa,,2022-01-31,355978086
Africa,,2022-02-01,356422632
Africa,,2022-02-02,356925217
Africa,,2022-02-03,357289835
Africa,,2022-02-04,357573265
Africa,,2022-02-05,357842876
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,550
Albania,ALB,2021-02-09,1127
Albania,ALB,2021-02-17,1701
Albania,ALB,2021-02-18,3049
Albania,ALB,2021-02-19,4177
Albania,ALB,2021-02-22,6728
Albania,ALB,2021-02-25,10135
Albania,ALB,2021-03-01,14295
Albania,ALB,2021-03-03,15793
Albania,ALB,2021-03-10,21613
Albania,ALB,2021-03-12,23635
Albania,ALB,2021-03-17,33369
Albania,ALB,2021-03-22,48229
Albania,ALB,2021-03-23,51690
Albania,ALB,2021-03-24,53992
Albania,ALB,2021-03-25,59348
Albania,ALB,2021-03-26,62248
Albania,ALB,2021-03-27,64075
Albania,ALB,2021-03-28,78000
Albania,ALB,2021-03-30,119321
Albania,ALB,2021-03-31,138846
Albania,ALB,2021-04-01,155463
Albania,ALB,2021-04-02,172486
Albania,ALB,2021-04-03,185496
Albania,ALB,2021-04-04,192882
Albania,ALB,2021-04-05,206708
Albania,ALB,2021-04-06,221588
Albania,ALB,2021-04-07,232379
Albania,ALB,2021-04-08,242542
Albania,ALB,2021-04-09,250676
Albania,ALB,2021-04-10,256810
Albania,ALB,2021-04-12,267531
Albania,ALB,2021-04-13,281216
Albania,ALB,2021-04-15,304488
Albania,ALB,2021-04-16,314622
Albania,ALB,2021-04-17,324840
Albania,ALB,2021-04-18,332905
Albania,ALB,2021-04-19,345934
Albania,ALB,2021-04-20,350000
Albania,ALB,2021-04-21,372075
Albania,ALB,2021-04-22,382998
Albania,ALB,2021-04-23,391351
Albania,ALB,2021-04-24,400064
Albania,ALB,2021-04-26,408619
Albania,ALB,2021-04-27,416855
Albania,ALB,2021-04-28,433628
Albania,ALB,2021-04-29,453248
Albania,ALB,2021-04-30,476903
Albania,ALB,2021-05-01,494028
Albania,ALB,2021-05-03,517501
Albania,ALB,2021-05-04,537387
Albania,ALB,2021-05-05,556584
Albania,ALB,2021-05-06,572226
Albania,ALB,2021-05-07,585693
Albania,ALB,2021-05-08,596766
Albania,ALB,2021-05-09,600000
Albania,ALB,2021-05-10,612959
Albania,ALB,2021-05-11,622507
Albania,ALB,2021-05-12,632676
Albania,ALB,2021-05-13,638338
Albania,ALB,2021-05-14,653330
Albania,ALB,2021-05-17,680083
Albania,ALB,2021-05-18,688947
Albania,ALB,2021-05-19,697811
Albania,ALB,2021-05-20,703743
Albania,ALB,2021-05-21,708846
Albania,ALB,2021-05-23,716616
Albania,ALB,2021-05-24,725135
Albania,ALB,2021-05-26,748986
Albania,ALB,2021-05-27,759043
Albania,ALB,2021-05-30,772204
Albania,ALB,2021-05-31,776461
Albania,ALB,2021-06-01,780342
Albania,ALB,2021-06-03,787321
Albania,ALB,2021-06-06,798624
Albania,ALB,2021-06-07,803682
Albania,ALB,2021-06-08,809992
Albania,ALB,2021-06-09,816556
Albania,ALB,2021-06-10,823053
Albania,ALB,2021-06-11,830281
Albania,ALB,2021-06-12,834868
Albania,ALB,2021-06-13,836430
Albania,ALB,2021-06-14,842535
Albania,ALB,2021-06-15,848430
Albania,ALB,2021-06-16,854227
Albania,ALB,2021-06-17,862628
Albania,ALB,2021-06-20,880912
Albania,ALB,2021-06-21,890052
Albania,ALB,2021-06-22,901429
Albania,ALB,2021-06-23,912874
Albania,ALB,2021-06-24,922886
Albania,ALB,2021-06-28,943439
Albania,ALB,2021-06-29,955498
Albania,ALB,2021-06-30,968034
Albania,ALB,2021-07-01,974486
Albania,ALB,2021-07-02,981499
Albania,ALB,2021-07-04,988550
Albania,ALB,2021-07-05,994081
Albania,ALB,2021-07-06,1000063
Albania,ALB,2021-07-07,1005663
Albania,ALB,2021-07-08,1011297
Albania,ALB,2021-07-09,1016554
Albania,ALB,2021-07-10,1021408
Albania,ALB,2021-07-11,1022802
Albania,ALB,2021-07-12,1029234
Albania,ALB,2021-07-13,1035667
Albania,ALB,2021-07-14,1043499
Albania,ALB,2021-07-15,1052108
Albania,ALB,2021-07-16,1060042
Albania,ALB,2021-07-17,1067135
Albania,ALB,2021-07-18,1069365
Albania,ALB,2021-07-20,1082424
Albania,ALB,2021-07-21,1095453
Albania,ALB,2021-07-22,1109785
Albania,ALB,2021-07-25,1138771
Albania,ALB,2021-07-29,1179769
Albania,ALB,2021-07-30,1190847
Albania,ALB,2021-07-31,1198933
Albania,ALB,2021-08-01,1203087
Albania,ALB,2021-08-02,1212761
Albania,ALB,2021-08-03,1221640
Albania,ALB,2021-08-04,1229405
Albania,ALB,2021-08-05,1238036
Albania,ALB,2021-08-08,1259952
Albania,ALB,2021-08-10,1280239
Albania,ALB,2021-08-13,1309995
Albania,ALB,2021-08-15,1321198
Albania,ALB,2021-08-16,1330754
Albania,ALB,2021-08-17,1340339
Albania,ALB,2021-08-19,1358228
Albania,ALB,2021-08-21,1373349
Albania,ALB,2021-08-22,1376763
Albania,ALB,2021-08-23,1386713
Albania,ALB,2021-08-24,1396390
Albania,ALB,2021-08-25,1405653
Albania,ALB,2021-08-26,1415907
Albania,ALB,2021-08-27,1427977
Albania,ALB,2021-08-29,1444764
Albania,ALB,2021-08-30,1458048
Albania,ALB,2021-08-31,1472316
Albania,ALB,2021-09-01,1485250
Albania,ALB,2021-09-02,1499898
Albania,ALB,2021-09-06,1539232
Albania,ALB,2021-09-07,1553626
Albania,ALB,2021-09-08,1567313
Albania,ALB,2021-09-09,1579402
Albania,ALB,2021-09-10,1589575
Albania,ALB,2021-09-11,1598196
Albania,ALB,2021-09-12,1601552
Albania,ALB,2021-09-13,1610157
Albania,ALB,2021-09-14,1618111
Albania,ALB,2021-09-15,1625636
Albania,ALB,2021-09-16,1632986
Albania,ALB,2021-09-17,1640239
Albania,ALB,2021-09-19,1649884
Albania,ALB,2021-09-20,1657595
Albania,ALB,2021-09-21,1665590
Albania,ALB,2021-09-22,1674093
Albania,ALB,2021-09-23,1683644
Albania,ALB,2021-09-24,1693555
Albania,ALB,2021-09-27,1715133
Albania,ALB,2021-09-28,1723996
Albania,ALB,2021-09-29,1732549
Albania,ALB,2021-09-30,1741373
Albania,ALB,2021-10-01,1749106
Albania,ALB,2021-10-02,1756040
Albania,ALB,2021-10-04,1764714
Albania,ALB,2021-10-05,1771542
Albania,ALB,2021-10-06,1778093
Albania,ALB,2021-10-07,1783984
Albania,ALB,2021-10-08,1789592
Albania,ALB,2021-10-09,1795351
Albania,ALB,2021-10-11,1803799
Albania,ALB,2021-10-12,1810433
Albania,ALB,2021-10-13,1816580
Albania,ALB,2021-10-17,1836856
Albania,ALB,2021-10-18,1842661
Albania,ALB,2021-10-19,1848634
Albania,ALB,2021-10-20,1854615
Albania,ALB,2021-10-21,1860335
Albania,ALB,2021-10-22,1865942
Albania,ALB,2021-10-24,1873903
Albania,ALB,2021-10-25,1879391
Albania,ALB,2021-10-27,1891041
Albania,ALB,2021-10-28,1896652
Albania,ALB,2021-10-29,1901824
Albania,ALB,2021-11-01,1909861
Albania,ALB,2021-11-03,1926604
Albania,ALB,2021-11-06,1944676
Albania,ALB,2021-11-07,1947148
Albania,ALB,2021-11-09,1963359
Albania,ALB,2021-11-10,1971973
Albania,ALB,2021-11-11,1980231
Albania,ALB,2021-11-14,2000104
Albania,ALB,2021-11-16,2016954
Albania,ALB,2021-11-17,2025561
Albania,ALB,2021-11-18,2033766
Albania,ALB,2021-11-21,2050342
Albania,ALB,2021-11-24,2074670
Albania,ALB,2021-11-25,2081782
Albania,ALB,2021-11-28,2096897
Albania,ALB,2021-11-30,2101039
Albania,ALB,2021-12-01,2111797
Albania,ALB,2021-12-03,2130714
Albania,ALB,2021-12-05,2141863
Albania,ALB,2021-12-06,2151065
Albania,ALB,2021-12-07,2161198
Albania,ALB,2021-12-08,2166207
Albania,ALB,2021-12-12,2196145
Albania,ALB,2021-12-13,2206089
Albania,ALB,2021-12-14,2216402
Albania,ALB,2021-12-15,2226267
Albania,ALB,2021-12-18,2251010
Albania,ALB,2021-12-21,2270522
Albania,ALB,2021-12-23,2286235
Albania,ALB,2021-12-28,2316606
Albania,ALB,2022-01-04,2356290
Albania,ALB,2022-01-05,2367574
Albania,ALB,2022-01-08,2398207
Albania,ALB,2022-01-10,2410728
Albania,ALB,2022-01-11,2419734
Albania,ALB,2022-01-30,2523683
Albania,ALB,2022-02-01,2612804
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-02-19,75000
Algeria,DZA,2021-08-20,4146091
Algeria,DZA,2021-09-04,8000000
Algeria,DZA,2021-09-12,9989662
Algeria,DZA,2021-09-25,10049978
Algeria,DZA,2021-10-24,11080739
Algeria,DZA,2021-10-27,11148720
Algeria,DZA,2021-10-30,11179354
Algeria,DZA,2021-11-02,11271319
Algeria,DZA,2021-11-08,11316115
Algeria,DZA,2021-11-13,11376816
Algeria,DZA,2021-11-21,12008974
Algeria,DZA,2021-11-22,12032500
Algeria,DZA,2021-11-25,12076870
Algeria,DZA,2021-11-29,12145830
Algeria,DZA,2021-11-30,12293060
Algeria,DZA,2021-12-14,12437324
Algeria,DZA,2021-12-21,12545356
Algeria,DZA,2022-01-09,12974545
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-02-26,2526
Andorra,AND,2021-03-08,3611
Andorra,AND,2021-03-10,4914
Andorra,AND,2021-03-15,8363
Andorra,AND,2021-03-19,9288
Andorra,AND,2021-04-04,12440
Andorra,AND,2021-04-05,15269
Andorra,AND,2021-04-11,17091
Andorra,AND,2021-04-12,19064
Andorra,AND,2021-04-19,26414
Andorra,AND,2021-04-26,28503
Andorra,AND,2021-05-03,28881
Andorra,AND,2021-05-10,31633
Andorra,AND,2021-05-17,32317
Andorra,AND,2021-05-31,35916
Andorra,AND,2021-06-07,41473
Andorra,AND,2021-06-14,51107
Andorra,AND,2021-06-21,63265
Andorra,AND,2021-06-28,68329
Andorra,AND,2021-07-12,70018
Andorra,AND,2021-07-19,82349
Andorra,AND,2021-08-01,86320
Andorra,AND,2021-08-15,91660
Andorra,AND,2021-08-29,95918
Andorra,AND,2021-09-26,102032
Andorra,AND,2021-10-03,102692
Andorra,AND,2021-10-31,104534
Andorra,AND,2021-12-05,106428
Andorra,AND,2021-12-12,115709
Andorra,AND,2021-12-26,117246
Andorra,AND,2022-01-16,135421
Andorra,AND,2022-01-23,140193
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Angola,AGO,2021-04-11,245442
Angola,AGO,2021-04-19,395447
Angola,AGO,2021-04-23,456349
Angola,AGO,2021-05-12,626572
Angola,AGO,2021-05-18,681502
Angola,AGO,2021-05-21,757535
Angola,AGO,2021-05-26,859979
Angola,AGO,2021-05-31,909215
Angola,AGO,2021-06-08,1115919
Angola,AGO,2021-06-10,1222630
Angola,AGO,2021-06-15,1314375
Angola,AGO,2021-06-20,1380174
Angola,AGO,2021-06-24,1432699
Angola,AGO,2021-06-28,1488292
Angola,AGO,2021-07-05,1513460
Angola,AGO,2021-07-12,1558201
Angola,AGO,2021-07-19,1592537
Angola,AGO,2021-08-03,1680059
Angola,AGO,2021-08-09,1695588
Angola,AGO,2021-08-16,1727488
Angola,AGO,2021-08-20,1754073
Angola,AGO,2021-08-25,1841568
Angola,AGO,2021-09-01,2086325
Angola,AGO,2021-09-11,2469333
Angola,AGO,2021-09-19,2820134
Angola,AGO,2021-09-26,3134137
Angola,AGO,2021-10-08,4074677
Angola,AGO,2021-10-14,4448653
Angola,AGO,2021-10-18,5224697
Angola,AGO,2021-10-20,5661085
Angola,AGO,2021-10-24,5940208
Angola,AGO,2021-10-26,6164219
Angola,AGO,2021-11-02,6647925
Angola,AGO,2021-11-07,7246966
Angola,AGO,2021-11-11,7806481
Angola,AGO,2021-11-18,8231981
Angola,AGO,2021-11-21,8798259
Angola,AGO,2021-11-24,9026310
Angola,AGO,2021-12-02,9847459
Angola,AGO,2021-12-06,10018061
Angola,AGO,2021-12-09,10319552
Angola,AGO,2021-12-15,10805281
Angola,AGO,2021-12-23,11164918
Angola,AGO,2021-12-30,11615144
Angola,AGO,2022-01-06,11797041
Angola,AGO,2022-01-08,12099891
Angola,AGO,2022-01-12,12377226
Angola,AGO,2022-01-14,12690132
Angola,AGO,2022-01-23,13944656
Angola,AGO,2022-01-28,14588435
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-09,4700
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Anguilla,AIA,2021-04-12,5835
Anguilla,AIA,2021-04-22,6898
Anguilla,AIA,2021-05-17,13235
Anguilla,AIA,2021-05-28,14443
Anguilla,AIA,2021-06-04,14557
Anguilla,AIA,2021-06-11,14937
Anguilla,AIA,2021-06-18,15198
Anguilla,AIA,2021-06-25,15789
Anguilla,AIA,2021-07-02,16460
Anguilla,AIA,2021-07-09,16951
Anguilla,AIA,2021-07-16,17807
Anguilla,AIA,2021-07-23,18001
Anguilla,AIA,2021-07-30,18193
Anguilla,AIA,2021-08-06,18457
Anguilla,AIA,2021-08-20,18458
Anguilla,AIA,2021-09-03,18471
Anguilla,AIA,2021-09-10,18481
Anguilla,AIA,2021-09-17,18565
Anguilla,AIA,2021-09-24,18584
Anguilla,AIA,2021-10-01,18704
